subset_mask,heads,size,n,correct,acc,ba,rescue,harm,delta_acc,delta_ba
236,2|3|5|6|7,5,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
237,0|2|3|5|6|7,6,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
238,1|2|3|5|6|7,6,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
239,0|1|2|3|5|6|7,7,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
240,4|5|6|7,4,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
241,0|4|5|6|7,5,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
242,1|4|5|6|7,5,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
243,0|1|4|5|6|7,6,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
244,2|4|5|6|7,5,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
245,0|2|4|5|6|7,6,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
246,1|2|4|5|6|7,6,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
247,0|1|2|4|5|6|7,7,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
248,3|4|5|6|7,5,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
249,0|3|4|5|6|7,6,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
250,1|3|4|5|6|7,6,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
251,0|1|3|4|5|6|7,7,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
252,2|3|4|5|6|7,6,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
253,0|2|3|4|5|6|7,7,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
254,1|2|3|4|5|6|7,7,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
255,0|1|2|3|4|5|6|7,8,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
